,Composizione,mg/100g di parte edibile
0,Lisina:,1305
1,Istidina:,569
2,Arginina:,1110
3,Acido aspartico:,1550
4,Treonina:,734
5,Serina:,721
6,Acido glutamico:,2446
7,Prolina:,901
8,Glicina:,1087
9,Alanina:,991
10,Cistina:,180
11,Valina:,901
12,Metionina:,450
13,Isoleucina:,736
14,Leucina:,1312
15,Tirosina:,576
16,Fenilalanina:,695
17,Triptofano:,167
18,Indice Chimico:,92
19,Aminoacido limitante:,Trip.
