,Composizione,g/100g di parte edibile
0,Saturi totali (%):,1.78
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0.25
4,C16:0,1.36
5,C18:0,0.14
6,C20:0,0
7,C22:0,0
8,Monoinsaturi totali (%):,3.16
9,C14:1,0.01
10,C16:1,0.49
11,C18:1,1.96
12,C20:1,0.45
13,C22:1,0.24
14,Polinsaturi totali (%):,1.54
15,C18:2,0.21
16,C18:3,0.06
17,C20:4,0.05
18,C20:5,0.39
19,C22:6,0.63
20,Rapporto Polinsaturi/Saturi:,0.9
