,Composizione,mg/100g di parte edibile
0,Lisina:,219
1,Istidina:,226
2,Arginina:,395
3,Acido aspartico:,509
4,Treonina:,314
5,Serina:,568
6,Acido glutamico:,3512
7,Prolina:,1189
8,Glicina:,354
9,Alanina:,359
10,Cistina:,255
11,Valina:,544
12,Metionina:,183
13,Isoleucina:,455
14,Leucina:,834
15,Tirosina:,310
16,Fenilalanina:,542
17,Triptofano:,105
18,Indice Chimico:,35
19,Aminoacido limitante:,Lis.
