,Composizione,mg/100g di parte edibile
0,Lisina:,1638
1,Istidina:,
2,Arginina:,
3,Acido aspartico:,
4,Treonina:,882
5,Serina:,
6,Acido glutamico:,
7,Prolina:,
8,Glicina:,
9,Alanina:,
10,Cistina:,
11,Valina:,1029
12,Metionina:,693
13,Isoleucina:,966
14,Leucina:,2079
15,Tirosina:,
16,Fenilalanina:,1869
17,Triptofano:,252
18,Indice Chimico:,100
19,Aminoacido limitante:,Trip.
