,Composizione,mg/100g di parte edibile
0,Lisina:,1949
1,Istidina:,857
2,Arginina:,1315
3,Acido aspartico:,2098
4,Treonina:,959
5,Serina:,855
6,Acido glutamico:,3164
7,Prolina:,905
8,Glicina:,1172
9,Alanina:,1385
10,Cistina:,243
11,Valina:,1261
12,Metionina:,538
13,Isoleucina:,1131
14,Leucina:,1829
15,Tirosina:,768
16,Fenilalanina:,898
17,Triptofano:,204
18,Indice Chimico:,85
19,Aminoacido limitante:,Trip.
