,Composizione,mg/100g di parte edibile
0,Lisina:,211
1,Istidina:,242
2,Arginina:,409
3,Acido aspartico:,769
4,Treonina:,385
5,Serina:,799
6,Acido glutamico:,2770
7,Prolina:,880
8,Glicina:,297
9,Alanina:,1307
10,Cistina:,211
11,Valina:,637
12,Metionina:,325
13,Isoleucina:,496
14,Leucina:,1507
15,Tirosina:,421
16,Fenilalanina:,644
17,Triptofano:,158
18,Indice Chimico:,28
19,Aminoacido limitante:,Lis.
