,Composizione,mg/100g di parte edibile
0,Lisina:,2561
1,Istidina:,1050
2,Arginina:,1818
3,Acido aspartico:,3097
4,Treonina:,1330
5,Serina:,1267
6,Acido glutamico:,4611
7,Prolina:,1327
8,Glicina:,1511
9,Alanina:,1836
10,Cistina:,403
11,Valina:,1718
12,Metionina:,807
13,Isoleucina:,1556
14,Leucina:,2381
15,Tirosina:,1011
16,Fenilalanina:,1167
17,Triptofano:,316
18,Indice Chimico:,95
19,Aminoacido limitante:,Trip.
