,Composizione chimica,valore per 100g
0,Parte edibile (%):,100
1,Acqua (g):,39
2,Proteine (g):,28.1
3,Lipidi(g):,28.2
4,Colesterolo (mg):,73
5,Carboidrati disponibili (g):,2
6,Amido (g):,0
7,Zuccheri solubili (g):,2
8,Fibra totale (g):,0
9,Fibra solubile (g):,0
10,Fibra insolubile (g):,0
11,Alcol (g):,0
12,Energia (kcal):,374
13,Energia (kJ):,1564
14,Sodio (mg):,860
15,Potassio (mg):,139
16,Ferro (mg):,0.5
17,Calcio (mg):,720
18,Fosforo (mg):,521
19,Magnesio (mg):,40
20,Zinco (mg):,4.16
21,Rame (mg):,
22,Selenio (µg):,13.1
23,Tiamina (mg):,0.02
24,Riboflavina (mg):,0.22
25,Niacina (mg):,0.6
26,Vitamina A retinolo eq. (µg):,390
27,Vitamina C (mg):,0
28,Vitamina E (mg):,0.52
