,Composizione,g/100g di parte edibile
0,Saturi totali (%):,6.79
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,1.43
4,C16:0,4.5
5,C18:0,0.86
6,C20:0,0
7,C22:0,0
8,Monoinsaturi totali (%):,11.82
9,C14:1,0.18
10,C16:1,2.26
11,C18:1,7.46
12,C20:1,1.61
13,C22:1,0.31
14,Polinsaturi totali (%):,7.31
15,C18:2,1.64
16,C18:3,0.08
17,C20:4,0.83
18,C20:5,1.3
19,C22:6,2.26
20,Rapporto Polinsaturi/Saturi:,1.1
