,Composizione,mg/100g di parte edibile
0,Lisina:,2246
1,Istidina:,937
2,Arginina:,1626
3,Acido aspartico:,2265
4,Treonina:,1160
5,Serina:,1011
6,Acido glutamico:,3313
7,Prolina:,860
8,Glicina:,1025
9,Alanina:,1417
10,Cistina:,308
11,Valina:,1384
12,Metionina:,666
13,Isoleucina:,1153
14,Leucina:,1955
15,Tirosina:,802
16,Fenilalanina:,974
17,Triptofano:,273
18,Indice Chimico:,100
19,Aminoacido limitante:,Trip.
