,Composizione,mg/100g di parte edibile
0,Lisina:,1622
1,Istidina:,542
2,Arginina:,1346
3,Acido aspartico:,1686
4,Treonina:,938
5,Serina:,846
6,Acido glutamico:,2770
7,Prolina:,998
8,Glicina:,1200
9,Alanina:,1280
10,Cistina:,260
11,Valina:,1000
12,Metionina:,478
13,Isoleucina:,1038
14,Leucina:,1532
15,Tirosina:,654
16,Fenilalanina:,794
17,Triptofano:,254
18,Indice Chimico:,100
19,Aminoacido limitante:,Trip.
