,Composizione,mg/100g di parte edibile
0,Lisina:,1150
1,Istidina:,772
2,Arginina:,3680
3,Acido aspartico:,3736
4,Treonina:,884
5,Serina:,1428
6,Acido glutamico:,5967
7,Prolina:,1478
8,Glicina:,1856
9,Alanina:,1263
10,Cistina:,390
11,Valina:,1404
12,Metionina:,334
13,Isoleucina:,1086
14,Leucina:,2092
15,Tirosina:,1349
16,Fenilalanina:,1598
17,Triptofano:,318
18,Indice Chimico:,68
19,Aminoacido limitante:,Lis.
