,Composizione chimica,valore per 100g
0,Parte edibile (%):,83
1,Acqua (g):,78.5
2,Proteine (g):,2.1
3,Lipidi(g):,1
4,Colesterolo (mg):,0
5,Carboidrati disponibili (g):,17.9
6,Amido (g):,15.9
7,Zuccheri solubili (g):,0.4
8,Fibra totale (g):,1.6
9,Fibra solubile (g):,0.71
10,Fibra insolubile (g):,0.85
11,Alcol (g):,0
12,Energia (kcal):,85
13,Energia (kJ):,354
14,Sodio (mg):,7
15,Potassio (mg):,570
16,Ferro (mg):,0.6
17,Calcio (mg):,10
18,Fosforo (mg):,54
19,Magnesio (mg):,28
20,Zinco (mg):,1.24
21,Rame (mg):,0.19
22,Selenio (µg):,tr
23,Tiamina (mg):,0.1
24,Riboflavina (mg):,0.04
25,Niacina (mg):,2.5
26,Vitamina A retinolo eq. (µg):,3
27,Vitamina C (mg):,15
28,Vitamina E (mg):,
