,Composizione,g/100g di parte edibile
0,Saturi totali (%):,42.47
1,C4:0÷C10:0,0
2,C12:0,0.23
3,C14:0,1.32
4,C16:0,24.02
5,C18:0,16.67
6,C20:0,0
7,C22:0,0
8,Monoinsaturi totali (%):,43.11
9,C14:1,0.5
10,C16:1,2.55
11,C18:1,39.06
12,C20:1,1
13,C22:1,0
14,Polinsaturi totali (%):,11.7
15,C18:2,8.95
16,C18:3,0.92
17,C20:4,1.83
18,C20:5,0
19,C22:6,0
20,Rapporto Polinsaturi/Saturi:,0.3
