,Composizione,mg/100g di parte edibile
0,Lisina:,408
1,Istidina:,296
2,Arginina:,2042
3,Acido aspartico:,1651
4,Treonina:,524
5,Serina:,612
6,Acido glutamico:,3146
7,Prolina:,513
8,Glicina:,556
9,Alanina:,579
10,Cistina:,278
11,Valina:,659
12,Metionina:,206
13,Isoleucina:,514
14,Leucina:,930
15,Tirosina:,397
16,Fenilalanina:,595
17,Triptofano:,125
18,Indice Chimico:,51
19,Aminoacido limitante:,Lis.
