,Composizione,mg/100g di parte edibile
0,Lisina:,1801
1,Istidina:,711
2,Arginina:,1295
3,Acido aspartico:,1947
4,Treonina:,834
5,Serina:,800
6,Acido glutamico:,3380
7,Prolina:,950
8,Glicina:,1234
9,Alanina:,1275
10,Cistina:,229
11,Valina:,956
12,Metionina:,558
13,Isoleucina:,873
14,Leucina:,1671
15,Tirosina:,664
16,Fenilalanina:,798
17,Triptofano:,185
18,Indice Chimico:,82
19,Aminoacido limitante:,Trip.
