,Composizione,mg/100g di parte edibile
0,Lisina:,186
1,Istidina:,235
2,Arginina:,458
3,Acido aspartico:,552
4,Treonina:,249
5,Serina:,498
6,Acido glutamico:,3966
7,Prolina:,1239
8,Glicina:,426
9,Alanina:,359
10,Cistina:,260
11,Valina:,540
12,Metionina:,173
13,Isoleucina:,427
14,Leucina:,830
15,Tirosina:,297
16,Fenilalanina:,595
17,Triptofano:,112
18,Indice Chimico:,28
19,Aminoacido limitante:,Lis.
