,Composizione,mg/100g di parte edibile
0,Lisina:,1739
1,Istidina:,720
2,Arginina:,1265
3,Acido aspartico:,1973
4,Treonina:,829
5,Serina:,821
6,Acido glutamico:,3068
7,Prolina:,821
8,Glicina:,942
9,Alanina:,1174
10,Cistina:,230
11,Valina:,1186
12,Metionina:,520
13,Isoleucina:,976
14,Leucina:,1695
15,Tirosina:,698
16,Fenilalanina:,805
17,Triptofano:,208
18,Indice Chimico:,95
19,Aminoacido limitante:,Trip.
