,Composizione,mg/100g di parte edibile
0,Lisina:,115
1,Istidina:,36
2,Arginina:,104
3,Acido aspartico:,334
4,Treonina:,83
5,Serina:,76
6,Acido glutamico:,348
7,Prolina:,76
8,Glicina:,58
9,Alanina:,92
10,Cistina:,22
11,Valina:,116
12,Metionina:,34
13,Isoleucina:,92
14,Leucina:,122
15,Tirosina:,61
16,Fenilalanina:,93
17,Triptofano:,28
18,Indice Chimico:,88
19,Aminoacido limitante:,Leu.
