,Composizione,mg/100g di parte edibile
0,Lisina:,83
1,Istidina:,29
2,Arginina:,95
3,Acido aspartico:,132
4,Treonina:,66
5,Serina:,59
6,Acido glutamico:,159
7,Prolina:,59
8,Glicina:,77
9,Alanina:,83
10,Cistina:,12
11,Valina:,81
12,Metionina:,26
13,Isoleucina:,71
14,Leucina:,130
15,Tirosina:,64
16,Fenilalanina:,81
17,Triptofano:,17
18,Indice Chimico:,77
19,Aminoacido limitante:,Treo.
