,Composizione,g/100g di parte edibile
0,Saturi totali (%):,1.76
1,C4:0÷C10:0,0
2,C12:0,0.02
3,C14:0,0.16
4,C16:0,0.94
5,C18:0,0.52
6,C20:0,0
7,C22:0,0
8,Monoinsaturi totali (%):,1.53
9,C14:1,0.01
10,C16:1,0.08
11,C18:1,1.42
12,C20:1,0
13,C22:1,0
14,Polinsaturi totali (%):,0.43
15,C18:2,0.32
16,C18:3,0.01
17,C20:4,0.08
18,C20:5,0
19,C22:6,0
20,Rapporto Polinsaturi/Saturi:,0.2
