,Composizione chimica,valore per 100g
0,Parte edibile (%):,24
1,Acqua (g):,5.1
2,Proteine (g):,22
3,Lipidi(g):,55.3
4,Colesterolo (mg):,0
5,Carboidrati disponibili (g):,4.6
6,Amido (g):,0.8
7,Zuccheri solubili (g):,3.7
8,Fibra totale (g):,12.7
9,Fibra solubile (g):,0.63
10,Fibra insolubile (g):,12.04
11,Alcol (g):,0
12,Energia (kcal):,603
13,Energia (kJ):,2523
14,Sodio (mg):,14
15,Potassio (mg):,780
16,Ferro (mg):,3
17,Calcio (mg):,240
18,Fosforo (mg):,550
19,Magnesio (mg):,264
20,Zinco (mg):,2.5
21,Rame (mg):,0.92
22,Selenio (µg):,1.5
23,Tiamina (mg):,0.23
24,Riboflavina (mg):,0.4
25,Niacina (mg):,3
26,Vitamina A retinolo eq. (µg):,1
27,Vitamina C (mg):,0
28,Vitamina E (mg):,26
