,Composizione,mg/100g di parte edibile
0,Lisina:,1452
1,Istidina:,419
2,Arginina:,1450
3,Acido aspartico:,1946
4,Treonina:,702
5,Serina:,860
6,Acido glutamico:,2871
7,Prolina:,1679
8,Glicina:,2712
9,Alanina:,1683
10,Cistina:,171
11,Valina:,988
12,Metionina:,361
13,Isoleucina:,811
14,Leucina:,1412
15,Tirosina:,562
16,Fenilalanina:,804
17,Triptofano:,135
18,Indice Chimico:,57
19,Aminoacido limitante:,Trip.
