,Composizione,g/100g di parte edibile
0,Saturi totali (%):,2.84
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0.12
4,C16:0,1.56
5,C18:0,1.12
6,C20:0,0
7,C22:0,0
8,Monoinsaturi totali (%):,2.41
9,C14:1,0.04
10,C16:1,0.3
11,C18:1,2.01
12,C20:1,0.03
13,C22:1,0
14,Polinsaturi totali (%):,2.48
15,C18:2,1.62
16,C18:3,0.11
17,C20:4,0.44
18,C20:5,0.03
19,C22:6,0.13
20,Rapporto Polinsaturi/Saturi:,0.9
