,Composizione,mg/100g di parte edibile
0,Lisina:,814
1,Istidina:,192
2,Arginina:,293
3,Acido aspartico:,904
4,Treonina:,450
5,Serina:,428
6,Acido glutamico:,1704
7,Prolina:,602
8,Glicina:,182
9,Alanina:,514
10,Cistina:,198
11,Valina:,575
12,Metionina:,202
13,Isoleucina:,484
14,Leucina:,1021
15,Tirosina:,373
16,Fenilalanina:,373
17,Triptofano:,96
18,Indice Chimico:,92
19,Aminoacido limitante:,Trip.
