,Composizione,mg/100g di parte edibile
0,Lisina:,2640
1,Istidina:,1024
2,Arginina:,1877
3,Acido aspartico:,3016
4,Treonina:,1282
5,Serina:,1228
6,Acido glutamico:,4567
7,Prolina:,1255
8,Glicina:,1222
9,Alanina:,1788
10,Cistina:,385
11,Valina:,1649
12,Metionina:,820
13,Isoleucina:,1557
14,Leucina:,2519
15,Tirosina:,1036
16,Fenilalanina:,1193
17,Triptofano:,337
18,Indice Chimico:,100
19,Aminoacido limitante:,Trip.
