,Composizione chimica,valore per 100g
0,Parte edibile (%):,85
1,Acqua (g):,71.6
2,Proteine (g):,24.3
3,Lipidi(g):,3.8
4,Colesterolo (mg):,71
5,Carboidrati disponibili (g):,0.3
6,Amido (g):,0.3
7,Zuccheri solubili (g):,0
8,Fibra totale (g):,0
9,Fibra solubile (g):,0
10,Fibra insolubile (g):,0
11,Alcol (g):,0
12,Energia (kcal):,133
13,Energia (kJ):,554
14,Sodio (mg):,97
15,Potassio (mg):,325
16,Ferro (mg):,1.5
17,Calcio (mg):,8
18,Fosforo (mg):,120
19,Magnesio (mg):,9
20,Zinco (mg):,1.9
21,Rame (mg):,0.1
22,Selenio (µg):,
23,Tiamina (mg):,0.29
24,Riboflavina (mg):,0.35
25,Niacina (mg):,5.1
26,Vitamina A retinolo eq. (µg):,tr
27,Vitamina C (mg):,0
28,Vitamina E (mg):,
