,Composizione,g/100g di parte edibile
0,Saturi totali (%):,9.25
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0.41
4,C16:0,5.7
5,C18:0,3.1
6,C20:0,0.04
7,C22:0,0
8,Monoinsaturi totali (%):,12.8
9,C14:1,0
10,C16:1,0.6
11,C18:1,11.72
12,C20:1,0
13,C22:1,0
14,Polinsaturi totali (%):,3.94
15,C18:2,3.47
16,C18:3,0.17
17,C20:4,0.22
18,C20:5,0
19,C22:6,0
20,Rapporto Polinsaturi/Saturi:,0.4
