,Composizione,g/100g di parte edibile
0,Saturi totali (%):,9.71
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0.47
4,C16:0,5.93
5,C18:0,3.01
6,C20:0,0
7,C22:0,0
8,Monoinsaturi totali (%):,13.7
9,C14:1,0.04
10,C16:1,0.96
11,C18:1,12.45
12,C20:1,0.06
13,C22:1,0.07
14,Polinsaturi totali (%):,5.12
15,C18:2,3.94
16,C18:3,0.28
17,C20:4,0.19
18,C20:5,0.35
19,C22:6,0.12
20,Rapporto Polinsaturi/Saturi:,0.5
