,Composizione,mg/100g di parte edibile
0,Lisina:,1200
1,Istidina:,460
2,Arginina:,550
3,Acido aspartico:,1150
4,Treonina:,540
5,Serina:,900
6,Acido glutamico:,3000
7,Prolina:,1650
8,Glicina:,330
9,Alanina:,530
10,Cistina:,140
11,Valina:,630
12,Metionina:,570
13,Isoleucina:,480
14,Leucina:,1400
15,Tirosina:,880
16,Fenilalanina:,820
17,Triptofano:,180
18,Indice Chimico:,85
19,Aminoacido limitante:,Treo.
