,Composizione chimica,valore per 100g
0,Parte edibile (%):,100
1,Acqua (g):,87
2,Proteine (g):,3.8
3,Lipidi(g):,3.9
4,Colesterolo (mg):,11
5,Carboidrati disponibili (g):,4.3
6,Amido (g):,0
7,Zuccheri solubili (g):,4.3
8,Fibra totale (g):,0
9,Fibra solubile (g):,0
10,Fibra insolubile (g):,0
11,Alcol (g):,0
12,Energia (kcal):,66
13,Energia (kJ):,278
14,Sodio (mg):,48
15,Potassio (mg):,170
16,Ferro (mg):,0.1
17,Calcio (mg):,125
18,Fosforo (mg):,105
19,Magnesio (mg):,12
20,Zinco (mg):,0.41
21,Rame (mg):,
22,Selenio (µg):,2
23,Tiamina (mg):,0.04
24,Riboflavina (mg):,0.19
25,Niacina (mg):,0.11
26,Vitamina A retinolo eq. (µg):,38
27,Vitamina C (mg):,1
28,Vitamina E (mg):,0.08
