,Composizione,mg/100g di parte edibile
0,Lisina:,2021
1,Istidina:,552
2,Arginina:,
3,Acido aspartico:,
4,Treonina:,967
5,Serina:,
6,Acido glutamico:,
7,Prolina:,
8,Glicina:,
9,Alanina:,
10,Cistina:,
11,Valina:,1044
12,Metionina:,897
13,Isoleucina:,914
14,Leucina:,1655
15,Tirosina:,
16,Fenilalanina:,1531
17,Triptofano:,249
18,Indice Chimico:,100
19,Aminoacido limitante:,Trip.
