,Composizione,g/100g di parte edibile
0,Saturi totali (%):,1.08
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0.07
4,C16:0,0.58
5,C18:0,0.43
6,C20:0,0
7,C22:0,0
8,Monoinsaturi totali (%):,1.06
9,C14:1,0.04
10,C16:1,0.18
11,C18:1,0.83
12,C20:1,0.01
13,C22:1,0
14,Polinsaturi totali (%):,0.98
15,C18:2,0.53
16,C18:3,0.03
17,C20:4,0.21
18,C20:5,0.02
19,C22:6,0.05
20,Rapporto Polinsaturi/Saturi:,0.9
