,Composizione,mg/100g di parte edibile
0,Lisina:,0
1,Istidina:,0
2,Arginina:,0
3,Acido aspartico:,0
4,Treonina:,0
5,Serina:,0
6,Acido glutamico:,0
7,Prolina:,0
8,Glicina:,0
9,Alanina:,0
10,Cistina:,0
11,Valina:,0
12,Metionina:,0
13,Isoleucina:,0
14,Leucina:,0
15,Tirosina:,0
16,Fenilalanina:,0
17,Triptofano:,0
18,Indice Chimico:,
19,Aminoacido limitante:,
