,Composizione,mg/100g di parte edibile
0,Lisina:,484
1,Istidina:,647
2,Arginina:,2171
3,Acido aspartico:,2453
4,Treonina:,565
5,Serina:,1047
6,Acido glutamico:,5377
7,Prolina:,1058
8,Glicina:,1263
9,Alanina:,913
10,Cistina:,290
11,Valina:,1041
12,Metionina:,194
13,Isoleucina:,843
14,Leucina:,1450
15,Tirosina:,618
16,Fenilalanina:,1063
17,Triptofano:,394
18,Indice Chimico:,38
19,Aminoacido limitante:,Lis.
