,Composizione,mg/100g di parte edibile
0,Lisina:,1557
1,Istidina:,473
2,Arginina:,1971
3,Acido aspartico:,2269
4,Treonina:,841
5,Serina:,898
6,Acido glutamico:,3341
7,Prolina:,808
8,Glicina:,838
9,Alanina:,845
10,Cistina:,232
11,Valina:,973
12,Metionina:,189
13,Isoleucina:,884
14,Leucina:,1407
15,Tirosina:,567
16,Fenilalanina:,950
17,Triptofano:,194
18,Indice Chimico:,78
19,Aminoacido limitante:,Solf.
