,Composizione,mg/100g di parte edibile
0,Lisina:,520
1,Istidina:,400
2,Arginina:,1740
3,Acido aspartico:,1500
4,Treonina:,590
5,Serina:,850
6,Acido glutamico:,3620
7,Prolina:,690
8,Glicina:,800
9,Alanina:,700
10,Cistina:,280
11,Valina:,910
12,Metionina:,270
13,Isoleucina:,730
14,Leucina:,1280
15,Tirosina:,490
16,Fenilalanina:,790
17,Triptofano:,240
18,Indice Chimico:,60
19,Aminoacido limitante:,Lis.
