,Composizione,mg/100g di parte edibile
0,Lisina:,272
1,Istidina:,93
2,Arginina:,105
3,Acido aspartico:,269
4,Treonina:,164
5,Serina:,203
6,Acido glutamico:,771
7,Prolina:,371
8,Glicina:,70
9,Alanina:,119
10,Cistina:,37
11,Valina:,233
12,Metionina:,81
13,Isoleucina:,192
14,Leucina:,355
15,Tirosina:,142
16,Fenilalanina:,176
17,Triptofano:,50
18,Indice Chimico:,100
19,Aminoacido limitante:,Trip.
