,Composizione,mg/100g di parte edibile
0,Lisina:,2822
1,Istidina:,1497
2,Arginina:,2003
3,Acido aspartico:,2972
4,Treonina:,1368
5,Serina:,
6,Acido glutamico:,4911
7,Prolina:,1142
8,Glicina:,1432
9,Alanina:,1917
10,Cistina:,732
11,Valina:,1734
12,Metionina:,894
13,Isoleucina:,1637
14,Leucina:,2595
15,Tirosina:,754
16,Fenilalanina:,1314
17,Triptofano:,280
18,Indice Chimico:,83
19,Aminoacido limitante:,Trip.
