,Composizione,mg/100g di parte edibile
0,Lisina:,2431
1,Istidina:,892
2,Arginina:,1864
3,Acido aspartico:,2623
4,Treonina:,1247
5,Serina:,1192
6,Acido glutamico:,3867
7,Prolina:,1173
8,Glicina:,1493
9,Alanina:,1648
10,Cistina:,320
11,Valina:,1455
12,Metionina:,827
13,Isoleucina:,1339
14,Leucina:,2160
15,Tirosina:,913
16,Fenilalanina:,1100
17,Triptofano:,304
18,Indice Chimico:,100
19,Aminoacido limitante:,Trip.
