,Composizione,g/100g di parte edibile
0,Saturi totali (%):,14.04
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0.14
4,C16:0,9.96
5,C18:0,3.36
6,C20:0,0.58
7,C22:0,0
8,Monoinsaturi totali (%):,18.33
9,C14:1,0
10,C16:1,1.76
11,C18:1,16.57
12,C20:1,0
13,C22:1,0
14,Polinsaturi totali (%):,5.83
15,C18:2,4.95
16,C18:3,0.24
17,C20:4,0.33
18,C20:5,0
19,C22:6,0.31
20,Rapporto Polinsaturi/Saturi:,0.4
