,Composizione,mg/100g di parte edibile
0,Lisina:,1747
1,Istidina:,690
2,Arginina:,1257
3,Acido aspartico:,1889
4,Treonina:,810
5,Serina:,776
6,Acido glutamico:,3280
7,Prolina:,922
8,Glicina:,1198
9,Alanina:,1237
10,Cistina:,223
11,Valina:,928
12,Metionina:,542
13,Isoleucina:,847
14,Leucina:,1621
15,Tirosina:,644
16,Fenilalanina:,774
17,Triptofano:,179
18,Indice Chimico:,87
19,Aminoacido limitante:,Trip.
