,Composizione,mg/100g di parte edibile
0,Lisina:,1369
1,Istidina:,440
2,Arginina:,1462
3,Acido aspartico:,1956
4,Treonina:,714
5,Serina:,840
6,Acido glutamico:,2881
7,Prolina:,1693
8,Glicina:,2759
9,Alanina:,1784
10,Cistina:,166
11,Valina:,956
12,Metionina:,345
13,Isoleucina:,752
14,Leucina:,1348
15,Tirosina:,514
16,Fenilalanina:,722
17,Triptofano:,138
18,Indice Chimico:,59
19,Aminoacido limitante:,Trip.
