,Composizione,g/100g di parte edibile
0,Saturi totali (%):,8.04
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0.35
4,C16:0,4.77
5,C18:0,2.63
6,C20:0,0.29
7,C22:0,0
8,Monoinsaturi totali (%):,12.02
9,C14:1,0
10,C16:1,0.64
11,C18:1,10.69
12,C20:1,0.69
13,C22:1,0
14,Polinsaturi totali (%):,4.89
15,C18:2,4.1
16,C18:3,0.2
17,C20:4,0.34
18,C20:5,0.25
19,C22:6,0
20,Rapporto Polinsaturi/Saturi:,0.6
