,Composizione,mg/100g di parte edibile
0,Lisina:,1814
1,Istidina:,771
2,Arginina:,1521
3,Acido aspartico:,2123
4,Treonina:,957
5,Serina:,968
6,Acido glutamico:,3375
7,Prolina:,1121
8,Glicina:,1385
9,Alanina:,1398
10,Cistina:,275
11,Valina:,1117
12,Metionina:,567
13,Isoleucina:,1046
14,Leucina:,1757
15,Tirosina:,758
16,Fenilalanina:,884
17,Triptofano:,193
18,Indice Chimico:,79
19,Aminoacido limitante:,Trip.
