,Composizione,mg/100g di parte edibile
0,Lisina:,2330
1,Istidina:,989
2,Arginina:,1608
3,Acido aspartico:,2599
4,Treonina:,1186
5,Serina:,1114
6,Acido glutamico:,4159
7,Prolina:,1082
8,Glicina:,1213
9,Alanina:,1645
10,Cistina:,301
11,Valina:,1397
12,Metionina:,706
13,Isoleucina:,1320
14,Leucina:,2245
15,Tirosina:,1053
16,Fenilalanina:,1157
17,Triptofano:,291
18,Indice Chimico:,99
19,Aminoacido limitante:,Trip.
