,Composizione,mg/100g di parte edibile
0,Lisina:,223
1,Istidina:,135
2,Arginina:,304
3,Acido aspartico:,500
4,Treonina:,253
5,Serina:,405
6,Acido glutamico:,1912
7,Prolina:,579
8,Glicina:,232
9,Alanina:,259
10,Cistina:,177
11,Valina:,374
12,Metionina:,104
13,Isoleucina:,304
14,Leucina:,560
15,Tirosina:,248
16,Fenilalanina:,345
17,Triptofano:,80
18,Indice Chimico:,62
19,Aminoacido limitante:,Lis.
