,Composizione,mg/100g di parte edibile
0,Lisina:,855
1,Istidina:,228
2,Arginina:,659
3,Acido aspartico:,1010
4,Treonina:,501
5,Serina:,535
6,Acido glutamico:,1984
7,Prolina:,535
8,Glicina:,507
9,Alanina:,619
10,Cistina:,196
11,Valina:,620
12,Metionina:,337
13,Isoleucina:,568
14,Leucina:,862
15,Tirosina:,389
16,Fenilalanina:,480
17,Triptofano:,143
18,Indice Chimico:,100
19,Aminoacido limitante:,Ist.
