,Composizione,mg/100g di parte edibile
0,Lisina:,1684
1,Istidina:,522
2,Arginina:,1251
3,Acido aspartico:,1752
4,Treonina:,960
5,Serina:,788
6,Acido glutamico:,2712
7,Prolina:,783
8,Glicina:,960
9,Alanina:,1099
10,Cistina:,215
11,Valina:,975
12,Metionina:,586
13,Isoleucina:,960
14,Leucina:,1480
15,Tirosina:,633
16,Fenilalanina:,751
17,Triptofano:,211
18,Indice Chimico:,100
19,Aminoacido limitante:,Trip.
