,Composizione chimica,valore per 100g
0,Parte edibile (%):,100
1,Acqua (g):,72.6
2,Proteine (g):,2
3,Lipidi(g):,0.1
4,Colesterolo (mg):,0
5,Carboidrati disponibili (g):,24.2
6,Amido (g):,21.9
7,Zuccheri solubili (g):,0.1
8,Fibra totale (g):,0.2
9,Fibra solubile (g):,0.09
10,Fibra insolubile (g):,0.11
11,Alcol (g):,0
12,Energia (kcal):,100
13,Energia (kJ):,417
14,Sodio (mg):,1
15,Potassio (mg):,28
16,Ferro (mg):,0.2
17,Calcio (mg):,10
18,Fosforo (mg):,28
19,Magnesio (mg):,9
20,Zinco (mg):,0.5
21,Rame (mg):,0.06
22,Selenio (µg):,4
23,Tiamina (mg):,0.03
24,Riboflavina (mg):,0.01
25,Niacina (mg):,0.4
26,Vitamina A retinolo eq. (µg):,0
27,Vitamina C (mg):,0
28,Vitamina E (mg):,tr
