,Composizione,mg/100g di parte edibile
0,Lisina:,154
1,Istidina:,78
2,Arginina:,140
3,Acido aspartico:,313
4,Treonina:,181
5,Serina:,187
6,Acido glutamico:,417
7,Prolina:,207
8,Glicina:,259
9,Alanina:,314
10,Cistina:,51
11,Valina:,143
12,Metionina:,58
13,Isoleucina:,109
14,Leucina:,207
15,Tirosina:,65
16,Fenilalanina:,118
17,Triptofano:,38
18,Indice Chimico:,68
19,Aminoacido limitante:,Lis.
