,Composizione,mg/100g di parte edibile
0,Lisina:,348
1,Istidina:,85
2,Arginina:,934
3,Acido aspartico:,494
4,Treonina:,310
5,Serina:,265
6,Acido glutamico:,901
7,Prolina:,224
8,Glicina:,208
9,Alanina:,345
10,Cistina:,57
11,Valina:,226
12,Metionina:,38
13,Isoleucina:,201
14,Leucina:,342
15,Tirosina:,139
16,Fenilalanina:,206
17,Triptofano:,54
18,Indice Chimico:,69
19,Aminoacido limitante:,Solf.
