,Composizione,mg/100g di parte edibile
0,Lisina:,1732
1,Istidina:,686
2,Arginina:,1320
3,Acido aspartico:,2019
4,Treonina:,906
5,Serina:,877
6,Acido glutamico:,3301
7,Prolina:,927
8,Glicina:,1228
9,Alanina:,1464
10,Cistina:,251
11,Valina:,1174
12,Metionina:,529
13,Isoleucina:,1077
14,Leucina:,1715
15,Tirosina:,669
16,Fenilalanina:,812
17,Triptofano:,197
18,Indice Chimico:,85
19,Aminoacido limitante:,Trip.
