,Composizione,g/100g di parte edibile
0,Saturi totali (%):,9.74
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0.52
4,C16:0,6.15
5,C18:0,2.75
6,C20:0,0.31
7,C22:0,0
8,Monoinsaturi totali (%):,15.38
9,C14:1,0
10,C16:1,0.87
11,C18:1,13.99
12,C20:1,0.52
13,C22:1,0
14,Polinsaturi totali (%):,5.45
15,C18:2,4.79
16,C18:3,0.27
17,C20:4,0.39
18,C20:5,tr
19,C22:6,tr
20,Rapporto Polinsaturi/Saturi:,0.6
