,Composizione,g/100g di parte edibile
0,Saturi totali (%):,1.02
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0.15
4,C16:0,0.65
5,C18:0,0.22
6,C20:0,0
7,C22:0,0
8,Monoinsaturi totali (%):,1.2
9,C14:1,0
10,C16:1,0.32
11,C18:1,0.69
12,C20:1,0.19
13,C22:1,0
14,Polinsaturi totali (%):,1.77
15,C18:2,0.06
16,C18:3,0
17,C20:4,0.04
18,C20:5,0.51
19,C22:6,1.16
20,Rapporto Polinsaturi/Saturi:,1.7
