,Composizione,g/100g di parte edibile
0,Saturi totali (%):,3.26
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0.21
4,C16:0,1.88
5,C18:0,1.09
6,C20:0,0
7,C22:0,0
8,Monoinsaturi totali (%):,3.15
9,C14:1,0.02
10,C16:1,0.32
11,C18:1,2.58
12,C20:1,0.03
13,C22:1,0
14,Polinsaturi totali (%):,0.78
15,C18:2,0.43
16,C18:3,0.1
17,C20:4,0.05
18,C20:5,0.12
19,C22:6,0.06
20,Rapporto Polinsaturi/Saturi:,0.2
