,Composizione,mg/100g di parte edibile
0,Lisina:,1390
1,Istidina:,490
2,Arginina:,530
3,Acido aspartico:,1390
4,Treonina:,710
5,Serina:,930
6,Acido glutamico:,3160
7,Prolina:,1800
8,Glicina:,360
9,Alanina:,600
10,Cistina:,140
11,Valina:,1060
12,Metionina:,600
13,Isoleucina:,900
14,Leucina:,1530
15,Tirosina:,1030
16,Fenilalanina:,920
17,Triptofano:,210
18,Indice Chimico:,100
19,Aminoacido limitante:,Trip.
