,Composizione,g/100g di parte edibile
0,Saturi totali (%):,19.31
1,C4:0÷C10:0,0
2,C12:0,1.17
3,C14:0,3.49
4,C16:0,8.42
5,C18:0,3.04
6,C20:0,0
7,C22:0,0
8,Monoinsaturi totali (%):,7.92
9,C14:1,0
10,C16:1,
11,C18:1,7.88
12,C20:1,0
13,C22:1,0
14,Polinsaturi totali (%):,2.13
15,C18:2,1.29
16,C18:3,0.84
17,C20:4,0
18,C20:5,0
19,C22:6,0
20,Rapporto Polinsaturi/Saturi:,0.1
