,Composizione,mg/100g di parte edibile
0,Lisina:,100
1,Istidina:,138
2,Arginina:,224
3,Acido aspartico:,305
4,Treonina:,199
5,Serina:,357
6,Acido glutamico:,2538
7,Prolina:,780
8,Glicina:,245
9,Alanina:,221
10,Cistina:,180
11,Valina:,291
12,Metionina:,110
13,Isoleucina:,242
14,Leucina:,503
15,Tirosina:,206
16,Fenilalanina:,353
17,Triptofano:,74
18,Indice Chimico:,24
19,Aminoacido limitante:,Lis.
