,Composizione,mg/100g di parte edibile
0,Lisina:,1265
1,Istidina:,565
2,Arginina:,1028
3,Acido aspartico:,1328
4,Treonina:,653
5,Serina:,642
6,Acido glutamico:,2355
7,Prolina:,876
8,Glicina:,949
9,Alanina:,994
10,Cistina:,191
11,Valina:,812
12,Metionina:,393
13,Isoleucina:,737
14,Leucina:,1236
15,Tirosina:,520
16,Fenilalanina:,614
17,Triptofano:,132
18,Indice Chimico:,78
19,Aminoacido limitante:,Trip.
