,Composizione,mg/100g di parte edibile
0,Lisina:,543
1,Istidina:,220
2,Arginina:,517
3,Acido aspartico:,970
4,Treonina:,313
5,Serina:,467
6,Acido glutamico:,1274
7,Prolina:,322
8,Glicina:,318
9,Alanina:,334
10,Cistina:,76
11,Valina:,476
12,Metionina:,82
13,Isoleucina:,419
14,Leucina:,682
15,Tirosina:,285
16,Fenilalanina:,470
17,Triptofano:,73
18,Indice Chimico:,79
19,Aminoacido limitante:,Solf.
