,Composizione,mg/100g di parte edibile
0,Lisina:,2002
1,Istidina:,849
2,Arginina:,1320
3,Acido aspartico:,2134
4,Treonina:,898
5,Serina:,900
6,Acido glutamico:,3751
7,Prolina:,904
8,Glicina:,1093
9,Alanina:,1353
10,Cistina:,240
11,Valina:,1063
12,Metionina:,631
13,Isoleucina:,950
14,Leucina:,1892
15,Tirosina:,779
16,Fenilalanina:,898
17,Triptofano:,246
18,Indice Chimico:,100
19,Aminoacido limitante:,Trip.
