,Composizione,mg/100g di parte edibile
0,Lisina:,1010
1,Istidina:,360
2,Arginina:,450
3,Acido aspartico:,1020
4,Treonina:,530
5,Serina:,770
6,Acido glutamico:,2630
7,Prolina:,1480
8,Glicina:,250
9,Alanina:,430
10,Cistina:,100
11,Valina:,820
12,Metionina:,400
13,Isoleucina:,630
14,Leucina:,1250
15,Tirosina:,760
16,Fenilalanina:,680
17,Triptofano:,220
18,Indice Chimico:,97
19,Aminoacido limitante:,Treo.
