,Composizione,g/100g di parte edibile
0,Saturi totali (%):,0.16
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0.01
4,C16:0,0.12
5,C18:0,0.03
6,C20:0,0
7,C22:0,0
8,Monoinsaturi totali (%):,0.16
9,C14:1,0
10,C16:1,0.01
11,C18:1,0.1
12,C20:1,0.04
13,C22:1,0.02
14,Polinsaturi totali (%):,0.31
15,C18:2,0.01
16,C18:3,0
17,C20:4,0.01
18,C20:5,0.05
19,C22:6,0.22
20,Rapporto Polinsaturi/Saturi:,1.9
